col,family,n_assets_present,mean_missing_frac,mean_of_means,mean_of_stds,n_constant_assets
fund_rate_abs_mean,fund,77,0.0638,NaN,NaN,0
fund_rate_max,fund,77,0.0638,NaN,NaN,0
fund_rate_mean,fund,77,0.0638,NaN,NaN,0
fund_rate_min,fund,77,0.0638,NaN,NaN,0
fund_rate_z30,fund,77,0.0673,NaN,NaN,0
fund_sign_flip,fund,77,0.0638,NaN,NaN,0
hbr_eta_buy,hbr,104,0.2504,NaN,NaN,0
hbr_eta_imbalance,hbr,104,0.2504,NaN,NaN,0
hbr_eta_sell,hbr,104,0.2504,NaN,NaN,0
hbr_eta_total,hbr,104,0.2504,NaN,NaN,0
hbr_n_trades,hbr,104,0.2504,NaN,NaN,0
liq_capitulation,liq,104,0.2959,NaN,NaN,4
liq_delta_usd,liq,104,0.2867,NaN,NaN,0
liq_delta_z30,liq,104,0.2959,NaN,NaN,0
liq_long_spike,liq,104,0.2959,NaN,NaN,4
liq_long_usd,liq,104,0.2867,NaN,NaN,3
liq_long_xsec_z,liq,104,0.2867,NaN,NaN,0
liq_long_z30,liq,104,0.2959,NaN,NaN,3
liq_short_panic,liq,104,0.2959,NaN,NaN,1
liq_short_spike,liq,104,0.2959,NaN,NaN,1
liq_short_usd,liq,104,0.2867,NaN,NaN,1
liq_short_xsec_z,liq,104,0.2867,NaN,NaN,0
liq_short_z30,liq,104,0.2959,NaN,NaN,1
liq_total_usd,liq,104,0.2867,NaN,NaN,0
lob_bgf_count_imb_mean,lob,77,0.9812,0.04170031419154599,0.17849709664955085,0
lob_bgf_kyle_lambda_mean,lob,77,0.9812,0.10242422836785928,4.524389770897486,0
lob_bgf_l1_imb_mean,lob,77,0.9812,0.08283845855359158,0.20736929387126515,0
lob_bgf_spread_bps_mean,lob,77,0.9812,2.599355308562724,4.20482960082655,0
lob_bgf_top_pressure_mean,lob,77,0.9812,0.12803066897297588,0.6045519288164701,0
lob_count_imb_mean,lob,104,0.8884,NaN,NaN,0
lob_kyle_lambda_abs_max,lob,104,0.8884,NaN,NaN,0
lob_kyle_lambda_mean,lob,104,0.8884,NaN,NaN,0
lob_l1_imb_mean,lob,104,0.8884,NaN,NaN,0
lob_l1_imb_std,lob,104,0.8885,NaN,NaN,0
lob_l5_imb_mean,lob,104,0.8884,NaN,NaN,0
lob_l5_imb_std,lob,104,0.8885,NaN,NaN,0
lob_n_bars,lob,104,0.8884,NaN,NaN,0
lob_run_length_p50,lob,104,0.8884,NaN,NaN,0
lob_spread_bps_mean,lob,104,0.8884,NaN,NaN,0
lob_spread_bps_p90,lob,104,0.8884,NaN,NaN,0
lob_top_pressure_mean,lob,104,0.8884,NaN,NaN,0
mv_days_since_listed_binance,mv,104,0.2893,NaN,NaN,0
mv_days_since_listed_bybit,mv,104,0.5736,NaN,NaN,0
mv_days_since_listed_okx,mv,104,0.433,NaN,NaN,0
mv_is_multi_venue,mv,104,0.251,NaN,NaN,80
mv_n_venues_listed,mv,104,0.251,NaN,NaN,68
norm_bar_duration,norm,104,0.0,0.43599962811182247,0.7570903021431454,0
norm_cs_spread,norm,104,0.0,0.10174869846266346,0.9723930417023632,0
norm_deviation,norm,104,0.0,0.005821387943212761,1.0187122780103548,0
norm_efficiency,norm,104,0.0,-0.13380456538325092,0.9476529499241881,0
norm_fd_close,norm,104,0.0,-0.017564682710964064,0.9914451627883688,0
norm_flow_imbalance,norm,104,0.0,0.005835094305587971,0.8686939886492412,0
norm_flow_persistence,norm,104,0.0,-0.05620613565766959,1.0774112642253066,0
norm_funding,norm,104,0.0,-0.0005360243782612717,0.7815253942374488,4
norm_funding_momentum,norm,104,0.0,-0.007549615960267032,0.5620700383941806,4
norm_hawkes_buy_intensity,norm,104,0.0,-0.15831313199029795,0.6525028349246793,0
norm_hawkes_imbalance,norm,104,0.0,0.004593180510075625,0.653012342032368,0
norm_hawkes_intensity,norm,104,0.0,-0.1893882820747417,0.6493958550495994,0
norm_hawkes_sell_intensity,norm,104,0.0,-0.16195482530614796,0.6474875448592226,0
norm_hl_spread,norm,104,0.0,0.08093689586434781,0.9342471598551696,0
norm_kyle_lambda,norm,104,0.0,-0.0024699786692171316,1.178392832815363,0
norm_log_volume,norm,104,0.0,0.09092744265860628,0.7904607690414951,0
norm_ma_distance,norm,104,0.0,-0.004863109127774837,1.228332620574483,0
norm_momentum_accel,norm,104,0.0,0.004885813565586534,0.9990945205991685,0
norm_oi_change,norm,104,0.0,-0.0006544903134655402,0.7444163898876136,4
norm_oi_price_divergence,norm,104,0.0,0.07777394878506401,0.8489834671326707,4
norm_perm_entropy,norm,104,0.0,-0.06834840533397958,1.251274177307623,0
norm_return_1,norm,104,0.0,0.008066129467007044,0.9770840763974402,0
norm_return_16,norm,104,0.0,0.00895800105391226,0.9790030770293243,0
norm_return_4,norm,104,0.0,0.010810371562481758,0.9616601389963967,0
norm_return_kurtosis,norm,104,0.0,0.007139782613499221,1.1799498943295796,0
norm_spread_bps,norm,104,0.0,-0.010640096937193156,0.8923376492316327,0
norm_tick_count,norm,104,0.0,0.22080329004207727,1.009017765149546,0
norm_vol_cluster,norm,104,0.0,-0.0023228578140457434,1.1228487005410228,0
norm_vol_price_corr,norm,104,0.0,-0.005223705410866128,1.0678218248850884,0
norm_vol_ratio,norm,104,0.0,0.074293467405362,0.955683942659803,0
norm_vpin,norm,104,0.0,-0.16906600660189747,0.8756752689822476,0
norm_whale,norm,104,0.0,-0.15438291021111628,0.5938063365611475,0
norm_yz_volatility,norm,104,0.0,0.01551549471398302,1.0647489017702585,0
bar_id,other,104,0.0,813679.4898503273,374933.54418828984,0
buy_vol,other,104,0.0,43099.53560985147,19676.813909460856,0
close,other,104,0.0,559.7702702004367,325.0456279169955,0
date,other,104,0.0,19938.57211382244,360.81046397597214,0
fp_fund_panel,other,104,0.2302,NaN,NaN,0
high,other,104,0.0,560.0674346206077,325.1531485974843,0
hurst_regime,other,104,0.0,-0.09978199075324268,1.3086298072937028,0
is_u10,other,104,0.0,0.09615384615384616,0.0,104
is_u100,other,104,0.0,0.7403846153846154,0.0,104
is_u50,other,104,0.0,0.46153846153846156,0.0,104
low,other,104,0.0,559.4675870695279,324.93936755573384,0
open,other,104,0.0,559.7655690070803,325.0460171346358,0
regime_label,other,104,0.0,0.9188277329236112,0.8437599593008234,0
returns_clean,other,104,0.0,2.7491337223775325e-6,0.0034541165230836685,0
sell_vol,other,104,0.0,44468.65819179819,20891.269658718298,0
tick_count,other,104,0.0,286.24444630056064,193.67443614776175,0
tick_seq,other,104,0.0,0.00460988055399704,0.07593149965554394,1
timestamp,other,104,0.0,1722735978684.266,31173918461.817345,0
volume,other,104,0.0,629025707.7653558,573323237.6404469,0
volume_usd,other,104,0.0,87568.19380164967,14265.094021906556,0
premium_apr,premium,77,0.0808,-3.384671966675202,68.50964328303458,0
premium_extreme_count30,premium,77,0.086,12.28733569855624,4.68240368896947,0
premium_persistence30,premium,77,0.0873,-0.034884336024270816,0.1733702350108614,0
premium_vol30,premium,77,0.086,0.17205494061973528,0.0746161927394059,0
premium_z90,premium,77,0.0926,0.0028311478748814078,1.0219143431863484,0
rv_bpv_5m,rv,104,0.2504,NaN,NaN,0
rv_jump_count,rv,104,0.2504,NaN,NaN,0
rv_jump_frac,rv,104,0.2504,NaN,NaN,0
rv_jump_signed_var,rv,104,0.2504,NaN,NaN,0
rv_jv_5m,rv,104,0.2504,NaN,NaN,0
rv_rv_5m,rv,104,0.2504,NaN,NaN,0
s3_global_lsr,s3,104,0.4314,NaN,NaN,0
s3_global_lsr_z,s3,104,0.438,NaN,NaN,0
s3_oi_usd,s3,104,0.4288,NaN,NaN,0
s3_smart_bearish,s3,104,0.4288,NaN,NaN,0
s3_smart_bullish,s3,104,0.4288,NaN,NaN,0
s3_smart_extreme_long,s3,104,0.4288,NaN,NaN,8
s3_smart_extreme_short,s3,104,0.4288,NaN,NaN,67
s3_smart_vs_retail,s3,104,0.4701,NaN,NaN,0
s3_smart_vs_retail_z,s3,104,0.4814,NaN,NaN,0
s3_taker_lsr,s3,104,0.4461,NaN,NaN,0
s3_top_acct_lsr,s3,104,0.4701,NaN,NaN,0
s3_top_pos_lsr,s3,104,0.4701,NaN,NaN,0
s3_top_pos_lsr_xsec_z,s3,104,0.4701,NaN,NaN,0
s3_top_pos_lsr_z,s3,104,0.4814,NaN,NaN,0
soc_wiki_views,soc,104,0.9612,NaN,NaN,0
stbl_compound_shock,stbl,104,0.0002,0.0185806228310069,0.13404351368687453,0
stbl_dai_zscore_30d,stbl,104,0.0002,0.012495729508066867,1.6891476946299826,0
stbl_stable_crash,stbl,104,0.0002,0.029411337217900544,0.1681558422531085,0
stbl_stable_shock,stbl,104,0.0002,0.036724641373487805,0.18723614802469188,0
stbl_stable_shock_strong,stbl,104,0.0002,0.01275404088264487,0.10818918707608906,6
stbl_total_delta_30d_pct,stbl,104,0.0002,0.03662068922625677,0.05160569751697997,0
stbl_total_delta_7d_pct,stbl,104,0.0002,0.007964098050685042,0.015138964602523331,0
stbl_total_zscore_30d,stbl,104,0.0002,-0.010376398284504935,1.2662076164663023,0
stbl_usdc_zscore_30d,stbl,104,0.0002,-0.032451263357556964,1.3047352946418915,0
stbl_usde_zscore_30d,stbl,104,0.2764,0.00495183772886107,2.117291595979639,0
stbl_usdt_delta_7d_pct,stbl,104,0.0002,0.007283360230670429,0.014849122373325228,0
stbl_usdt_shock,stbl,104,0.0002,0.06504505129075332,0.24619352316066226,0
stbl_usdt_zscore_30d,stbl,104,0.0002,-43.111787842949965,1715.1838244328185,0
target_return_1,target,104,0.0,7.6200742971312574e-6,0.00674890923692025,0
target_return_16,target,104,0.0002,0.00004809224099485752,0.025527993405232118,0
target_return_16_raw,target,104,0.0003,0.00006322475602637626,0.02580317804354415,0
target_return_1_raw,target,104,0.0,0.000010069324558406864,0.006976862038602461,0
target_return_4,target,104,0.0,0.000019054517257448903,0.013264254109236758,0
target_return_4_raw,target,104,0.0001,0.000021275307329160488,0.01335838792081165,0
target_return_50,target,103,0.0,-0.004053439689402521,1.7786725027197123,0
target_return_64,target,104,0.0008,0.00009343577930297987,0.04973404427230171,0
target_return_64_raw,target,104,0.0012,0.00023472792917263744,0.05125939527851069,0
target_vol_20,target,103,0.0,0.0032032794107935032,0.0018484714500038787,0
target_voladj_1,target,104,0.0,0.0018565284136759443,0.7366372841624759,0
target_voladj_16,target,104,0.0,-0.009708986310475813,1.4059421012786553,0
target_voladj_4,target,104,0.0,-0.009985461619276428,1.0752814697983353,0
target_voladj_64,target,104,0.0,-0.0042024568991097765,1.8657624899833545,0
te_btc_imb,te,104,0.3421,NaN,NaN,1
te_imb,te,104,0.3421,NaN,NaN,0
te_in,te,104,0.3421,NaN,NaN,0
te_in_btc,te,104,0.3421,NaN,NaN,1
te_out,te,104,0.3421,NaN,NaN,0
te_out_btc,te,104,0.3421,NaN,NaN,1
wh_whale_buy_usd,wh,104,0.2867,NaN,NaN,0
wh_whale_net_usd,wh,104,0.2867,NaN,NaN,0
wh_whale_sell_usd,wh,104,0.2867,NaN,NaN,0
wh_whale_trade_count,wh,104,0.2867,NaN,NaN,0
wh_whale_trade_count_500k,wh,104,0.2867,NaN,NaN,0
xd_btc_return,xd,104,0.0,-0.0010642512444219523,0.967426998283247,0
xd_btc_volatility,xd,104,0.0,0.04290253708027528,0.931947903732952,0
xd_cross_return_mean,xd,104,0.0,0.022964466110811235,0.9993036481396014,0
xd_cross_vol_mean,xd,104,0.0,-0.06087228455787869,1.238787737418919,0
xd_funding_spread,xd,104,0.0,-0.012136632686278903,1.1323937384122977,1
xd_ma_distance,xd,104,0.0,-0.0013422074562267463,1.2980491069471005,0
xd_momentum_rank,xd,104,0.0,0.0035981057855499344,1.0155907362729797,0
xex_by_bn_spread_bps,xex,104,0.9813,NaN,NaN,0
xex_by_bn_spread_bps_right,xex,77,0.9704,NaN,NaN,0
xex_cb_bn_spread_bps,xex,104,0.9813,NaN,NaN,0
xex_cb_bn_spread_bps_right,xex,77,0.9643,NaN,NaN,0
xex_cb_bn_z30,xex,77,0.9645,NaN,NaN,0
xex_max_abs_spread,xex,77,0.9632,NaN,NaN,0
xex_n_venues_active,xex,77,0.9626,NaN,NaN,0
xex_ok_bn_spread_bps,xex,104,0.9813,NaN,NaN,0
xex_ok_bn_spread_bps_right,xex,77,0.9632,NaN,NaN,0
xex_spread_dispersion,xex,77,0.9643,NaN,NaN,0
xrel_hbr_eta_total_xpct10,xrel,104,0.2516,NaN,NaN,1
xrel_hbr_eta_total_xrank,xrel,104,0.2516,NaN,NaN,0
xrel_hbr_eta_total_xratio,xrel,104,0.2516,NaN,NaN,0
xrel_hbr_n_trades_xpct10,xrel,104,0.2516,NaN,NaN,2
xrel_hbr_n_trades_xrank,xrel,104,0.2516,NaN,NaN,0
xrel_hbr_n_trades_xratio,xrel,104,0.2516,NaN,NaN,0
xrel_liq_long_usd_xpct10,xrel,104,0.288,NaN,NaN,51
xrel_liq_long_usd_xrank,xrel,104,0.288,NaN,NaN,0
xrel_liq_long_usd_xratio,xrel,104,0.288,NaN,NaN,3
xrel_lob_kyle_lambda_mean_xpct10,xrel,104,0.891,NaN,NaN,19
xrel_lob_kyle_lambda_mean_xrank,xrel,104,0.891,NaN,NaN,0
xrel_lob_kyle_lambda_mean_xratio,xrel,104,0.8913,NaN,NaN,0
xrel_rv_bpv_5m_xpct10,xrel,104,0.2516,NaN,NaN,3
xrel_rv_bpv_5m_xrank,xrel,104,0.2516,NaN,NaN,0
xrel_rv_bpv_5m_xratio,xrel,104,0.2516,NaN,NaN,0
xrel_rv_rv_5m_xpct10,xrel,104,0.2516,NaN,NaN,2
xrel_rv_rv_5m_xrank,xrel,104,0.2516,NaN,NaN,0
xrel_rv_rv_5m_xratio,xrel,104,0.2516,NaN,NaN,0
xrel_wh_whale_net_usd_xpct10,xrel,104,0.288,NaN,NaN,3
xrel_wh_whale_net_usd_xrank,xrel,104,0.288,NaN,NaN,0
xrel_wh_whale_net_usd_xratio,xrel,104,0.2881,NaN,NaN,0
